;;;;;;;
;*;MASTER.İÇH-4 MRD;"İÇTEN ÇEKME HAVLU 4 KG 
MİRADA (6 ADET)";"21 CM 
21 GR/M² - 2 KAT 
72 METRE - 360 YAPRAK";KOLİ;20%;
;*;MASTER.İÇH-3,5 GLR;"İÇTEN ÇEKME HAVLU 3,5 KG 
GLORA (6 ADET)";"21 CM 
21 GR/M² - 2 KAT 
62 METRE - 310 YAPRAK";KOLİ;20%;
;*;MASTER.İÇH-3 BST;"İÇTEN ÇEKME HAVLU 3 KG 
BESTE (6 ADET)";"21 CM 
21 GR/M² - 2 KAT 
53 METRE - 265 YAPRAK";KOLİ;20%;
;*;MASTER.İÇH-2,5 EBS;"İÇTEN ÇEKME HAVLU 2,5 KG 
EKO BESTE (6 ADET)";"21 CM 
21 GR/M² - 2 KAT 
43 METRE - 215 YAPRAK";KOLİ;20%;
;*;MASTER.İÇH-2,5.DEV GLR;"İÇTEN ÇEKME HAVLU DEV 2,5 KG 
GLORA (6 ADET)";"21 CM 
21 GR/M² - 2 KAT 
43 METRE - 215 YAPRAK";KOLİ;20%;
;;;;;;;
;*;MASTER.EV-HVL.24 GLR;"EV TİPİ HAVLU 24'LÜ 
GLORA (2 ADET X 12 PAKET)";"20,8 CM 
18 GR/M² - 2 KAT 
9,6 METRE - 80 YAPRAK";KOLİ;20%;
;*;MASTER.EV-TK.48 GLR;"EV TİPİ TUVALET KAĞIDI 48'Lİ 
GLORA (16 ADET X 3 PAKET)";"9,6 CM 
16 GR/M² - 2 KAT 
18 METRE - 150 YAPRAK";KOLİ;20%;
;*;MASTER.EV-TK.72 GLR;"EV TİPİ TUVALET KAĞIDI 72'Lİ 
GLORA (24 ADET X 3 PAKET)";"9,6 CM 
16 GR/M² - 2 KAT 
18 METRE - 150 YAPRAK";KOLİ;20%;
;*;MASTER.EV-TK.48 FAM;"EV TİPİ TUVALET KAĞIDI 48'Lİ 
FAMİLİA (16 ADET X 3 PAKET)";"9,6 CM 
15 GR/M² - 3 KAT 
15,6 METRE - 130 YAPRAK";KOLİ;20%;
;;;;;;;
;*;MASTER.MJTK-5.CMF MRD;"MİNİ JUMBO TUVALET KAĞIDI 5 KG 
COMFORT MİRADA (12 RULO)";"10 CM 
17 GR/M² - 2 KAT 
120 METRE - 600 YAPRAK";KOLİ;20%;
;*;MASTER.MJTK-4 MRD;"MİNİ JUMBO TUVALET KAĞIDI 4 KG 
MİRADA (12 RULO)";"10 CM 
17 GR/M² - 2 KAT 
95 METRE - 475 YAPRAK";KOLİ;20%;
;*;MASTER.MJTK-3,5 GLR;"MİNİ JUMBO TUVALET KAĞIDI 3,5 KG 
GLORA (12 RULO)";"10 CM 
17 GR/M² - 2 KAT 
82 METRE - 410 YAPRAK";KOLİ;20%;
;*;MASTER.MJTK-3 BST;"MİNİ JUMBO TUVALET KAĞIDI 3 KG 
BESTE (12 RULO)";"10 CM 
17 GR/M² - 2 KAT 
70 METRE - 350 YAPRAK";KOLİ;20%;
;*;MASTER.MJTK-2,5 EBS;"MİNİ JUMBO TUVALET KAĞIDI 2,5 KG 
EKO BESTE (12 RULO)";"10 CM 
17 GR/M² - 2 KAT 
57 METRE - 215 YAPRAK";KOLİ;20%;
;;;;;;;
;*;MASTER.İÇTK-5 MRD;"İÇTEN ÇEKME TUVALET KAĞIDI 5 KG 
MİRADA (6 RULO)";"13,5 CM 
17 GR/M² - 2 KAT 
170 METRE - 850 YAPRAK";KOLİ;20%;
;*;MASTER.İÇTK-4 GLR;"İÇTEN ÇEKME TUVALET KAĞIDI 4 KG 
GLORA (6 RULO)";"13,5 CM 
17 GR/M² - 2 KAT 
130 METRE - 650 YAPRAK";KOLİ;20%;
;;;;;;;
;*;MASTER.MİÇTK-5 MRD;"MİNİ İÇTEN ÇEKME TUVALET KAĞIDI 5 KG 
MİRADA (12 RULO)";"11,5 CM 
17 GR/M² - 2 KAT 
100 METRE - 500 YAPRAK";KOLİ;20%;
;*;MASTER.MİÇTK-4 GLR;"MİNİ İÇTEN ÇEKME TUVALET KAĞIDI 4 KG 
GLORA (12 RULO)";"11,5 CM 
17 GR/M² - 2 KAT 
80 METRE - 400 YAPRAK";KOLİ;20%;
;;;;;;;
;*;MASTER.NTR-HH.3;"NATUREL HAREKETLİ HAVLU 3 KG 
(6 RULO)";"21 CM 
21 GR/M² - 2 KAT 
53 METRE";KOLİ;20%;
;*;MASTER.NTR-İÇH.3;"NATUREL İÇTEN ÇEKME HAVLU 3 KG 
(6 RULO)";"21 CM 
21 GR/M² - 2 KAT 
53 METRE - 265 YAPRAK";KOLİ;20%;
;*;MASTER.NTR-MJTK.3;"NATUREL MİNİ JUMBO TUVALET KAĞIDI 3 KG 
(12 RULO)";"10 CM 
17 GR/M² - 2 KAT 
70 METRE - 350 YAPRAK";KOLİ;20%;
;;;;;;;
;*;MASTER.VK-HVL.200 MRD;"V KAT HAVLU 200'LÜ 
MİRADA (12 PAKET)";"21 X 18 CM 
16 GR/M² - 2 KAT 
LAMİNASYONLU";KOLİ;20%;
;*;MASTER.VK-TK.250 MRD;"V KAT TUVALET KAĞIDI 250'Lİ 
MİRADA (24 PAKET)";"11 X 18 CM 
17 GR/M² - 2 KAT 
LAMİNASYONSUZ";KOLİ;20%;
;*;MASTER.VK-DP.250 GLR;"V KAT DİSPENSER PEÇETE 250'Lİ 
GLORA (18 PAKET)";"11 X 18 CM 
16 GR/M² - 2 KAT 
LAMİNASYONSUZ";KOLİ;20%;
;*;MASTER.VK-DP.200 MRD;"V KAT DİSPENSER PEÇETE 200'LÜ 
MİRADA (18 PAKET)";"11 X 18 CM 
16 GR/M² - 2 KAT 
LAMİNASYONLU";KOLİ;20%;
;*;MASTER.VK-DP.150 BST;"V KAT DİSPENSER PEÇETE 150'Lİ 
BESTE (18 PAKET)";"11 X 18 CM 
16 GR/M² - 2 KAT 
LAMİNASYONLU";KOLİ;20%;
;;;;;;;
;*;MASTER.DP-250 MRD;"DİSPENSER PEÇETE 250'Lİ 
MİRADA (18 PAKET)";"25 X 21 CM 
16,5 GR/M² - 1 KAT 
3 KATLAMA";KOLİ;20%;
;*;MASTER.DP-200 GLR;"DİSPENSER PEÇETE 200'LÜ 
GLORA (18 PAKET)";"17 X 20 CM 
16,5 GR/M² - 1 KAT 
2 KATLAMA";KOLİ;20%;
;*;MASTER.DP-150 BST;"DİSPENSER PEÇETE 150'Lİ 
BESTE (18 PAKET)";"17 X 20 CM 
16,5 GR/M² - 1 KAT 
2 KATLAMA";KOLİ;20%;
;*;MASTER.DP-100 EBS;"DİSPENSER PEÇETE 100'LÜ 
EKO BESTE (18 PAKET)";"17 X 20 CM 
16,5 GR/M² - 1 KAT 
2 KATLAMA";KOLİ;20%;
;;;;;;;
;*;MASTER.GP-40.ÇK MRD;"GARSON PEÇETE 40 CM 
ÇİFT KAT MİRADA (100 ADET X 12 PAKET)";"40 CM 
16 GR/M² - 2 KAT 
1/8 KATLAMA";KOLİ;20%;
;*;MASTER.GP-33.ÇK MRD;"GARSON PEÇETE 33 CM 
ÇİFT KAT MİRADA (100 ADET X 12 PAKET)";"33 CM 
16 GR/M² - 2 KAT 
1/8 KATLAMA";KOLİ;20%;
;*;MASTER.GP-33.TK MRD;"GARSON PEÇETE 33 CM 
TEK KAT MİRADA (100 ADET X 12 PAKET)";"33 CM 
16 GR/M² - 1 KAT 
1/8 KATLAMA";KOLİ;20%;
;*;MASTER.GP-KRF.33;"GARSON PEÇETE KRAFT 33 CM 
ÇİFT KAT (100 ADET X 12 PAKET)";"33 CM 
17 GR/M² - 2 KAT 
1/8 KATLAMA";KOLİ;20%;
;*;MASTER.GP-24.33.ÇK GLR;"GARSON PEÇETE 24 X 33 CM 
ÇİFT KAT GLORA (100 ADET X 12 PAKET)";"33 CM 
16 GR/M² - 2 KAT 
1/6 KATLAMA";KOLİ;20%;
;*;MASTER.GP-30.ÇK MRD;"GARSON PEÇETE 30 CM 
ÇİFT KAT MİRADA (100 ADET X 12 PAKET)";"30 CM 
16 GR/M² - 2 KAT 
1/8 KATLAMA";KOLİ;20%;
;*;MASTER.GP-24.ÇK MRD;"GARSON PEÇETE 24 CM 
ÇİFT KAT MİRADA (100 ADET X 12 PAKET)";"24 CM 
16 GR/M² - 2 KAT 
1/8 KATLAMA";KOLİ;20%;
;;;;;;;
;*;MASTER.KP-23 MRD;"KARE PEÇETE 23 CM 
MİRADA (100 ADET X 50 PAKET)";"23 CM 
16,5 GR/M² - 1 KAT 
1/4 KATLAMA";KOLİ;20%;
;*;MASTER.KP-23 GLR;"KARE PEÇETE 23 CM 
GLORA (60 ADET X 50 PAKET)";"23 CM 
16,5 GR/M² - 1 KAT 
1/4 KATLAMA";KOLİ;20%;
;*;MASTER.KP-32 MRD;"KARE PEÇETE 32'Lİ 
MİRADA (100 ADET X 32 PAKET)";"23 CM 
16,5 GR/M² - 1 KAT 
1/4 KATLAMA";KOLİ;20%;
;*;MASTER.KP-30.TK MRD;"KARE PEÇETE 30 CM 
TEK KAT MİRADA (100 ADET X 24 PAKET)";"30 CM 
16,5 GR/M² - 1 KAT 
1/4 KATLAMA";KOLİ;20%;
;*;MASTER.KP-30.ÇK MRD;"KARE PEÇETE 30 CM 
ÇİFT KAT MİRADA (100 ADET X 12 PAKET)";"30 CM 
16,5 GR/M² - 2 KAT 
1/4 KATLAMA";KOLİ;20%;
;;;;;;;
;*;MASTER.MND-KÜP.3 MRD;"MENDİL KÜP 3 KAT 
MİRADA (48 ADET X 20 PAKET)";"21 X 18 CM 
14 GR/M² 
3 KAT";KOLİ;20%;
;*;MASTER.MND-KÜP.2 MRD;"MENDİL KÜP 2 KAT 
MİRADA (48 ADET X 20 PAKET)";"21 X 18 CM 
14 GR/M² 
2 KAT";KOLİ;20%;
;*;MASTER.MND-KT.BY MRD;"MENDİL KUTU BÜYÜK 
MİRADA (80 ADET X 24 PAKET)";"21 X 21 CM 
14 GR/M² 
2 KAT";KOLİ;20%;
;*;MASTER.MND-KT.MN MRD;"MENDİL KUTU MİNİ 
MİRADA (60 ADET X 48 PAKET)";"15 X 18 CM 
14 GR/M² 
2 KAT";KOLİ;20%;
;;;;;;;
;*;MASTER.MÖ-MYN.LMN MRD;"MASA ÖRTÜSÜ MUAYENE LAMİNELİ 
MİRADA (12 RULO)";"50 CM 
50 METRE 
250 YAPRAK";KOLİ;20%;
;*;MASTER.MÖ-MYN.KL MRD;"MASA ÖRTÜSÜ MUAYENE KOLİDE 
MİRADA (6 RULO)";"46 CM 
40 METRE 
200 YAPRAK";KOLİ;20%;
;*;MASTER.MÖ-MYN.PŞ MRD;"MASA ÖRTÜSÜ MUAYENE POŞETTE 
MİRADA (6 RULO)";"46 CM 
40 METRE 
200 YAPRAK";KOLİ;20%;
;*;MASTER.MÖ-YMK MRD;"MASA ÖRTÜSÜ YEMEK 
MİRADA (15 RULO)";"100 CM 
24 METRE 
16 YAPRAK";KOLİ;20%;
;;;;;;;
;*;MASTER.KKÖ-250 MRD;"KLOZET KAPAK ÖRTÜSÜ 250'Lİ 
MİRADA (10 PAKET)";"42 X 36 CM 
17 GR/M² 
HUTBAK";KOLİ;20%;
;*;MASTER.KKÖ-200 GLR;"KLOZET KAPAK ÖRTÜSÜ 200'LÜ 
GLORA (10 PAKET)";"42 X 36 CM 
17 GR/M² 
HUTBAK";KOLİ;20%;
;;;;;;;
;*;APR-VP.SYH 24;APARAT V KAT PEÇETE SİYAH (24 ADET);SİYAH;KOLİ;20%;
;*;APR-VP.BYZ 24;APARAT V KAT PEÇETE BEYAZ (24 ADET);BEYAZ;KOLİ;20%;
;*;APR-VTK 24;APARAT V KAT TUVALET KAĞIDI (24 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-PSVSZG 50;APARAT PİSUVAR SÜZGEÇ (50 ADET);RENKLİ;KOLİ;20%;
;*;APR-DP 24;APARAT DİSPENSER PEÇETE (24 ADET);BEYAZ;KOLİ;20%;
;*;APR-ZH 20;APARAT Z HAVLU (20 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-HH 1;APARAT HAREKETLİ HAVLU (1 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-İÇH 6;APARAT İÇTEN ÇEKME HAVLU (6 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-MJTK 12;APARAT MİNİ JUMBO TUVALET KAĞIDI (12 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-İÇTK 12;APARAT İÇTEN ÇEKME TUVALET KAĞIDI (12 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-MİÇTK 24;APARAT MİNİ İÇTEN ÇEKME TUVALET KAĞIDI (24 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-SVSBN500 50;APARAT SIVI SABUN 500 CC (50 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-SVSBN1000 50;APARAT SIVI SABUN 1000 CC (50 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-KÖSBN500 50;APARAT KÖPÜK SABUN 500 CC (50 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-KÖSBN1000 50;APARAT KÖPÜK SABUN 1000 CC (50 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-PLSSF30 20;APARAT PLASTİK 30 CM STREÇ & FOLYO (20 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;*;APR-PLSSF45 20;APARAT PLASTİK 45 CM STREÇ & FOLYO (20 ADET);ŞEFFAF MAVİ;KOLİ;20%;
;**;APR-AHŞSF30 20;APARAT AHŞAP 30 CM STREÇ & FOLYO (20 ADET);AHŞAP;KOLİ;20%;
;**;APR-AHŞSF45 20;APARAT AHŞAP 45 CM STREÇ & FOLYO (20 ADET);AHŞAP;KOLİ;20%;
;;;;;;;
;**;KĞT.KES-PĞÇKÇK 10;KAĞIT KESE POĞAÇA KÜÇÜK (10 KG);12 X 21 X 4 CM / 2150 ADET;KOLİ;20%;
;**;KĞT.KES-PĞÇORT 10;KAĞIT KESE POĞAÇA ORTA (10 KG);12 X 27 X 4 CM / 1530 ADET;KOLİ;20%;
;**;KĞT.KES-PĞÇBYK 10;KAĞIT KESE POĞAÇA BÜYÜK (10 KG);16 X 33 X 5 CM / 1100 ADET;KOLİ;20%;
;**;KĞT.KES-SİMİT 10;KAĞIT KESE SİMİT (10 KG);16 X 21 X 5 CM / 1740 ADET;KOLİ;20%;
;**;KĞT.KES-HMBRGR 10;KAĞIT KESE HAMBURGER (10 KG);12 X 15 X 4 CM / 3800 ADET;KOLİ;20%;
;**;KĞT.KES-SNDVÇ 10;KAĞIT KESE SANDVİÇ (10 KG);12 X 23 X 4 CM / 2150 ADET;KOLİ;20%;
;**;KĞT.KES-DÜRÜM 10;KAĞIT KESE DÜRÜM (10 KG);8 X 27 X 3 CM / 2300 ADET;KOLİ;20%;
;**;KĞT.KES-ÇTLKŞK 10;KAĞIT KESE ÇATAL KAŞIK (10 KG);8 X 27 X 3 CM / 2300 ADET;KOLİ;20%;
;**;KĞT.KES-KRY100 10;KAĞIT KESE KURUYEMİŞ 100 GR (10 KG);10 X 14 CM / 1800 ADET;KOLİ;20%;
;**;KĞT.KES-KRY250 10;KAĞIT KESE KURUYEMİŞ 250 GR (10 KG);13 X 16 CM / 1300 ADET;KOLİ;20%;
;**;KĞT.KES-KRY500 10;KAĞIT KESE KURUYEMİŞ 500 GR (10 KG);17 X 19 CM / 820 ADET;KOLİ;20%;
;**;KĞT.KES-KRY1000 10;KAĞIT KESE KURUYEMİŞ 1000 GR (10 KG);22 X 24 CM / 420 ADET;KOLİ;20%;
;**;KĞT.ÇNT-FLT18 700;KAĞIT ÇANTA FLAT SAP 18 X 24 X 9 CM (700 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-FLT22 600;KAĞIT ÇANTA FLAT SAP 22 X 28 X 11 CM (600 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-FLT25 500;KAĞIT ÇANTA FLAT SAP 25 X 28 X 14 CM (500 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-FLT28 450;KAĞIT ÇANTA FLAT SAP 28 X 28 X 16 CM (450 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-FLT32 400;KAĞIT ÇANTA FLAT SAP 32 X 31 X 18 CM (400 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-BRG18 400;KAĞIT ÇANTA BURGU SAP 18 X 24 X 9 CM (400 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-BRG22 300;KAĞIT ÇANTA BURGU SAP 22 X 28 X 11 CM (300 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-BRG25 300;KAĞIT ÇANTA BURGU SAP 25 X 28 X 14 CM (300 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-BRG28 300;KAĞIT ÇANTA BURGU SAP 28 X 28 X 16 CM (300 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;**;KĞT.ÇNT-BRG33 200;KAĞIT ÇANTA BURGU SAP 33 X 33 X 20 CM (200 ADET);KRAFT / BASKISIZ;KOLİ;20%;
;*;KĞT.YĞL-70.100 10;KAĞIT YAĞLI 70 X 100 CM (10 KG);BASKISIZ;KOLİ;20%;
;**;KĞT.SFT-70.100 10;KAĞIT SÜLFİT 70 X 100 CM (10 KG);BASKILI;KOLİ;20%;
;**;KĞT.GZT-40.60 25;KAĞIT GAZETE 40 X 60 CM (25 KG);BASKISIZ;KOLİ;10%;
;**;KĞT.GZT-30.40 25;KAĞIT GAZETE 30 X 40 CM (25 KG);BASKISIZ;KOLİ;10%;
;*;KĞT.PŞR-KRF 900;KAĞIT PİŞİRME KRAFT 25 METRE (50 ADET X 18 PAKET);RULO;KOLİ;20%;
;**;KĞT.AMR-BYZ 500;KAĞIT AMERİKAN SERVİS BEYAZ 30 X 40 CM (500 ADET);BASKILI;KOLİ;20%;
;*;KĞT.FTK-A4 2500;KAĞIT A4 FOTOKOPİ (500 ADET X 5 PAKET);BASKISIZ;KOLİ;10%;
;*;KĞT.RLO-POS 600;KAĞIT RULO POS 56 MM X 14 METRE (10 ADET X 60 PAKET);BASKISIZ;KOLİ;20%;
;*;KĞT.RLO-KASA 270;KAĞIT RULO KASA 80 MM X 30 METRE (10 ADET X 27 PAKET);BASKISIZ;KOLİ;20%;
;;;;;;;
;**;KRT.BRD-4 3000;KARTON BARDAK 4 OZ (50 ADET X 60 PAKET);2,5 GR;KOLİ;20%;
;**;KRT.BRD-6 3000;KARTON BARDAK 6 OZ (50 ADET X 60 PAKET);3,3 GR;KOLİ;20%;
;**;KRT.BRD-7 3000;KARTON BARDAK 7 OZ (50 ADET X 60 PAKET);3,6 GR;KOLİ;20%;
;**;KRT.BRD-8 2000;KARTON BARDAK 8 OZ (50 ADET X 40 PAKET);5,7 GR;KOLİ;20%;
;*;KRT.BRD-SLE8 2000;KARTON BARDAK SLEEVE 8 OZ (2000 ADET);KAHVERENGİ;KOLİ;20%;
;*;KRT.BRD-VİY2 240;KARTON BARDAK VİYOL 2'Lİ (240 ADET);7 & 8 & 9 & 12 OZ UYUM;KOLİ;20%;
;**;KRT.KAS-16OZ 500;KARTON KASE 16 OZ (25 ADET X 20 PAKET);8 GR / KAP + KAPAK;KOLİ;20%;
;**;KRT.KAS-14OZ 500;KARTON KASE 14 OZ (25 ADET X 20 PAKET);7,3 GR / KAP + KAPAK;KOLİ;20%;
;*;KRT.KAS-750CC 300;KARTON KASE 750 CC (50 ADET X 6 PAKET);13 GR / KAP + KAPAK;KOLİ;20%;
;*;KRT.KUT-PİDE 100;KARTON KUTU PİDE (100 ADET);42 X 13 X 4 CM;KOLİ;20%;
;*;KRT.KUT-LHMCN 100;KARTON KUTU LAHMACUN (100 ADET);22 X 47 X 3 CM;KOLİ;20%;
;*;KRT.KUT-PİZ33 100;KARTON KUTU PİZZA 33 X 33 CM (100 ADET);33 X 33 X 4,2 CM;KOLİ;20%;
;*;KRT.KUT-PİZ30 100;KARTON KUTU PİZZA 30 X 30 CM (100 ADET);30 X 30 X 4,2 CM;KOLİ;20%;
;*;KRT.KUT-PİZ26 100;KARTON KUTU PİZZA 26 X 26 CM (100 ADET);26 X 26 X 4,2 CM;KOLİ;20%;
;**;KRT.KUT-BKL500 100;KARTON KUTU BAKLAVA 500 GR (100 ADET);22 X 12 X 4 CM;KOLİ;20%;
;**;KRT.KUT-BKL1000 100;KARTON KUTU BAKLAVA 1000 GR (100 ADET);24 X 18 X 4 CM;KOLİ;20%;
;**;KRT.KUT-KRP1000 100;KARTON KUTU KURU PASTA 1000 GR (100 ADET);22 X 21 X 6 CM;KOLİ;20%;
;**;KRT.KUT-TRT0 100;KARTON KUTU TURTA NO:0 (100 ADET);19 X 19 X 13 CM;KOLİ;20%;
;**;KRT.KUT-TRT1 100;KARTON KUTU TURTA NO:1 (100 ADET);21 X 21 X 13 CM;KOLİ;20%;
;**;KRT.KUT-TRT2 50;KARTON KUTU TURTA NO:2 (50 ADET);25 X 25 X 13 CM;KOLİ;20%;
;**;KRT.KUT-TRT3 50;KARTON KUTU TURTA NO:3 (50 ADET);28 X 28 X 13 CM;KOLİ;20%;
;;;;;;;
;*;EKJ-TBK18 1000;EKOLOJİK TABAK 18 CM (20 ADET X 50 PAKET);18 X 15,5 X 1,7 CM;KOLİ;20%;
;*;EKJ-TBK22,5 500;EKOLOJİK TABAK 22,5 CM (20 ADET X 25 PAKET);22,5 X 20 X 1,8 CM;KOLİ;20%;
;*;EKJ-TBK26 1000;EKOLOJİK TABAK 26 CM (50 ADET X 20 PAKET);26 X 23 X 2 CM;KOLİ;20%;
;*;EKJ-TBK3GÖZ 500;EKOLOJİK TABAK 3 GÖZ (20 ADET X 25 PAKET);26 X 23 X 2,5 CM;KOLİ;20%;
;*;EKJ-TBKKASE 1000;EKOLOJİK TABAK 350 ML KASE (20 ADET X 50 PAKET);13,5 X 12 X 4,5 CM;KOLİ;20%;
;;;;;;;
;*;AHŞ.KRŞ-KAYIN 8400;AHŞAP KARIŞTIRICI KAYIN (350 ADET X 24 PAKET);11 CM / KAYIN / PARAFİNSİZ;KOLİ;20%;
;*;AHŞ.KRD-JLT 50000;AHŞAP KÜRDAN JELATİNLİ (1000 ADET X 50 PAKET);6,5 CM / HUŞ;KOLİ;20%;
;*;AHŞ.KRD-JLT 20000;AHŞAP KÜRDAN JELATİNLİ (400 ADET X 50 PAKET);6,5 CM / HUŞ;KOLİ;20%;
;*;AHŞ.ŞİŞ-ADN24 5000;AHŞAP ŞİŞ ADANA 24 CM (250 ADET X 20 PAKET);240 X 10 X 2 MM / HUŞ;KOLİ;20%;
;*;AHŞ.ŞİŞ-ÇÖP15 20000;AHŞAP ŞİŞ ÇÖP 15 CM (100 ADET X 200 PAKET);150 X 2,5 MM / BAMBU;KOLİ;20%;
;*;AHŞ.ŞİŞ-ÇÖP20 20000;AHŞAP ŞİŞ ÇÖP 20 CM (100 ADET X 200 PAKET);200 X 2,5 MM / BAMBU;KOLİ;20%;
;*;AHŞ.ŞİŞ-ÇÖP25 20000;AHŞAP ŞİŞ ÇÖP 25 CM (100 ADET X 200 PAKET);250 X 2,5 MM / BAMBU;KOLİ;20%;
;*;AHŞ.ŞİŞ-ÇÖP30 20000;AHŞAP ŞİŞ ÇÖP 30 CM (100 ADET X 200 PAKET);300 X 2,5 MM / BAMBU;KOLİ;20%;
;;;;;;;
;*;BHR-ŞKRKÜP 5;BAHARAT ŞEKER KÜP (5 KG);3 GR;KOLİ;1%;
;*;BHR-ŞKRSTC 1000;BAHARAT ŞEKER STİCK (1000 ADET);3 GR;KOLİ;1%;
;*;BHR-TUZ 24;BAHARAT TUZ (24 PAKET);800 GR;KOLİ;1%;
;*;BHR-KRB 1000;BAHARAT KARABİBER (1000 ADET);0,5 GR;KOLİ;1%;
;*;BHR-PUL 1000;BAHARAT PULBİBER (1000 ADET);0,5 GR;KOLİ;1%;
;;;;;;;
;*;ALM.KAP-250 3000;ALÜMİNYUM KAP 250 GR (100 ADET X 30 PAKET);320 CC / 727 L;KOLİ;20%;
;*;ALM.KAP-350 2400;ALÜMİNYUM KAP 350 GR (100 ADET X 24 PAKET);435 CC / 728 L;KOLİ;20%;
;*;ALM.KAP-500 2000;ALÜMİNYUM KAP 500 GR (100 ADET X 20 PAKET);500 CC / 700 L;KOLİ;20%;
;*;ALM.KAP-750 1800;ALÜMİNYUM KAP 750 GR (100 ADET X 18 PAKET);650 CC / 787 L;KOLİ;20%;
;*;ALM.KAP-1000 1600;ALÜMİNYUM KAP 1000 GR (100 ADET X 16 PAKET);930 CC / 707 L;KOLİ;20%;
;*;ALM.KAP-1500 1000;ALÜMİNYUM KAP 1500 GR (100 ADET X 10 PAKET);1125 CC / 729 L;KOLİ;20%;
